3.783763146931525e-12,4.738268932837723e-12,3.2621048410573496e-12,3.2652187951679697e-12,0.020999355541327133
0.0005577121122331756,0.08703036071631352,0.000329812233311701,0.2861523706637055,0.00021604664996391115
0.0013747739539421802,0.121440564717885,0.0022122558185571394,6.246417225126587,0.0010793283795179065
1,1,1,1,1
0.046471345375083406,14.801241119409053,0.5137990194953218,0.07711006591463926,0.02263030410019599
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.004368190412983398,0.2111871656634475,0.004191064835893582,2.5495823793246424,0.004067373167539004
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.04161161927138802,0.00876623258366435,0.03243830463076078,0.010379468880035412,0.02032417432659748
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.05305653456030758,0.20697221361916962,1.0430217200522,0.03568904163668263,0.07223287463289271
0.0005691784121395281,0.30719353913313313,0.0004923334669247746,0.00040605709793128405,0.0492226878687362
0.00020471433137690478,0.9815761474062623,0.00027289437521909693,0.6527877295086651,0.00019459759464454183
1,1,1,1,1
3.0731632914870475,14.131271882457604,1.256105256510023,0.11670428083852716,0.032688562105029115
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.032879087957508886,8.685737063840088,0.1305506084309102,0.03323030295571408,0.03900143694792194
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.000503083827570254,0.0002548547667565929,0.2940676080414403,0.0005459286639324869,0.03170676426068697
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.21635034005180453,0.22456529997749763,0.40507807183466055,0.1898172335856593,0.2527509011401632
1,1,1,1,1
0.00026625502490326897,0.0002878379331143825,0.11362396313401896,0.37694983770980284,0.00025902741891074843
1,1,1,1,1
0.0883904605531842,3.11572969684497,0.00023735928877258365,0.00026243576766418964,0.09548862848476981
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1.9477201195158607,8.978359949521714,0.0810733545110024,0.08912994168724771,3.9469240289871603
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.13660492173404143,0.3259294445492674,0.12938419105537147,0.08161090055168366,0.10485408708334354
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.009958088984158923,0.027715690781105758,0.07135340199066473,0.025446332347708978,0.375921234577272
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.00022572903219006437,0.6502035469789305,0.00027334613038498096,0.12266366366386863,0.00023619576011337483
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
0.0002708206357372021,0.09012814915657227,0.00023858143953828803,0.00017881964724341255,0.6584612630122989
1,1,1,1,1
1,1,1,1,1
